"time" "inLZ" "inDZ" "fr_LZDZ" "CellType" "Ref" "TfrModel" "DivMode" "TfrNum" "SelfPerc" "IntTime" "Tmove" "HypModel" "TfhNum" "Redeem" "SelfMode" "Tfh_by_Tfr"
24.002 0.92 0.08 11.5 "Tfr" "ApoNC_TfhDND_Tfr.25_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.25" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "10:1"
48 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.25_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.25" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "10:1"
72 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.25_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.25" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "10:1"
120.002 0.92 0.08 11.5 "Tfr" "ApoNC_TfhDND_Tfr.25_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.25" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "10:1"
144.002 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.25_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.25" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "10:1"
168 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.25_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.25" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "10:1"
216 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.25_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.25" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "10:1"
240 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.25_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.25" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "10:1"
312 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.25_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.25" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "10:1"
360 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.25_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.25" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "10:1"
0 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
24.002 0.948 0.052 18.2307692307692 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
48 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
72 0.94 0.06 15.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
120.002 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
144.002 0.988 0.012 82.3333333333333 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
168 0.944 0.056 16.8571428571429 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
216 0.956 0.044 21.7272727272727 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
240 0.972 0.028 34.7142857142857 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
312 0.956 0.044 21.7272727272727 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
360 0.94 0.06 15.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.02_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.02_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.02" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.02" "SelfMode.0" "1:1"
0 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
24.002 0.944 0.056 16.8571428571429 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
48 0.968 0.032 30.25 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
72 0.976 0.024 40.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
120.002 0.936 0.064 14.625 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
144.002 0.984 0.016 61.5 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
168 0.972 0.028 34.7142857142857 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
216 0.972 0.028 34.7142857142857 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
240 0.968 0.032 30.25 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
312 0.944 0.056 16.8571428571429 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
360 0.94 0.06 15.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.250_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.250" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "1:1"
0 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
24.002 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
48 0.88 0.12 7.33333333333333 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
72 0.94 0.06 15.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
120.002 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
144.002 0.94 0.06 15.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
168 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
216 0.98 0.02 49 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
240 0.94 0.06 15.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
312 0.94 0.06 15.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
360 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.0_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.0_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.0" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.0" "SelfMode.0" "5:1"
0 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
24.002 0.94 0.06 15.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
48 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
72 0.98 0.02 49 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
120.002 0.98 0.02 49 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
144.002 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
168 0.98 0.02 49 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
216 0.98 0.02 49 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
240 0.92 0.08 11.5 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
312 0.98 0.02 49 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
360 0.98 0.02 49 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.04_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.04_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.04" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.04" "SelfMode.0" "5:1"
0 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
24.002 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
48 0.94 0.06 15.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
72 0.86 0.14 6.14285714285714 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
120.002 0.92 0.08 11.5 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
144.002 0.94 0.06 15.6666666666667 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
168 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
216 0.96 0.04 24 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
240 0.98 0.02 49 "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
312 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
360 1 0 Inf "Tfr" "ApoNC_TfhDND_Tfr.50_Self.0.06_IntTime.0.05_R5_BaseLongOut_Tfh.250_Red.0.06_SelfMode.0" "ApoNC" "TfhDND" "Tfr.50" "p_Self=0.06" "IntTime.0.05" "R5" "BaseLongOut" "Tfh.250" "Red.0.06" "SelfMode.0" "5:1"
